mapped_taxid	genome_taxids:kmers_mapped:total_genome_kmers
1105108	1105108:105267:1300287 
196620	196620:10965:2820363 
273119	273119:1251:751620 
129009	129009:1230:45537 
29461	204722:68642:6629942 1171378:34763:3302526 470137:1278:3324409 520487:1110:3297031 29461:133111:13263055 645170:5970:16630752 1004954:34971:3315077 1112912:33239:3315890 
29466	29466:3304624:4310462 479436:1633788:2132043 853:70:2868833 
29465	29466:63040:4310462 479436:32367:2132043 248315:42596:2041191 
1647475	1647475:53060:67518 
129732	129732:7880:9866 
233051	233051:4316:6332 
416269	416269:272472:2274383 
239759	717959:166220:3643693 679935:180399:3734140 
172148	172148:7843:10586 
674	670:293:77637105 29484:21:9934511 2033032:125:5099110 57320:70:4217611 2033033:77:4615500 674:6102456:8922308 47917:66:18051200 
641487	641487:47143:59975 
676	29484:279:9934511 676:6992573:9678992 670:178:77637105 2018067:70:6499265 
33765	33765:8122:9471 
670	1338032:2980968:5138377 29484:140:9934511 223926:3448452:5165572 1429044:2939729:5232275 670:51183228:77637105 2033033:70:4615500 1338034:2810164:5223364 1211705:2956375:5103326 
942016	942016:46708:58981 
672	670:5442:77637105 585:70:7756773 29484:69:9934511 748003:3330264:5727130 2033032:70:5099110 216895:3403295:5126397 672:31197425:41815333 1219061:2908319:5006962 196600:3233998:5259789 914127:3321262:5007570 
673	670:189:77637105 585:490:7756773 2033032:70:5099110 2033033:70:4615500 673:3097660:3998075 
673860	673860:1129646:1436991 
673862	673862:878005:1118323 
1346765	1346765:965:4365355 
1346766	1346766:420:4372520 
1346767	1346767:70:4374325 
1327934	1327934:26528:149063 
1434773	1434773:210:1072853 
1204543	1204543:15732:136227 
981335	981335:37879:49120 
465721	29484:70:9934511 2033032:70:5099110 1851544:70:4848002 465721:2651093:3467147 
560178	560178:27724:35539 
271479	271479:1448:2612 
77856	77856:1582:1894 
2030964	2030964:3470:4276 
1144275	1616117:70:9611775 1144275:7716578:10080520 2033032:70:5099110 1851544:70:4848002 
977913	977913:4677:6083 
977912	977912:4547:5797 
399320	158189:4939:3316367 158190:4932:3590754 760011:460:2227197 
1960206	1960206:7617:10002 
336959	336959:5674:6828 
37108	37108:124369:159061 
585143	585143:16042:2777170 
339420	339420:6483:8350 
224914	224914:69049:6589085 
283734	984892:1811493:2572117 29388:53:4971532 1266717:1986139:2768748 937773:1770996:2617220 283734:6151304:8330924 
173082	173082:16449:21926 
79450	79450:114:261 
529122	529122:759481:6671735 
529120	529120:782923:4653752 
365348	484770:38860:5115311 1192197:28289:5380717 
40537	40537:6009:7742 
331635	331635:46478:1106098 
331636	331636:3515:2357984 
1441800	1441800:783:896 
40539	40539:5597:7085 
40538	40538:5001:7001 
1526571	1571470:70:6284241 1526571:3417020:4378736 575:23:5889394 
580049	580049:15437:1044253 
1085624	1085624:6462820:8250061 
580047	580047:682:2095834 
930166	1571470:70:6284241 930166:5620168:27114875 475662:71:4052931 2033033:69:4615500 2018067:952:6499265 994484:302660:6843149 
414684	13690:80:5532534 475662:140:4052931 305:70:61972245 414684:3366107:4355444 1851544:70:4848002 455432:70:8918341 
1085623	585:74:7756773 1085623:3225423:4134130 358:70:16868268 
1031536	1031536:725040:1502003 
1525	1525:8353830:10686937 264732:2052637:2628685 475662:70:4052931 
1254	1254:8003058:10598441 
1255	278197:1133941:1832288 1255:4183836:5701507 1590:138:106688292 1408206:1094382:1789039 
1520	1520:9589479:12608746 290402:2887233:6000533 864803:2886633:5998951 1428454:2996517:6186780 
1253	1408206:9168:1789039 51663:9723:11567406 187452:7992:3937270 1254:61741:10598441 1255:34403:5701507 701521:4013:1977902 278197:10907:1832288 
1080237	1080237:21275:26400 
1891703	1891703:102775:160886 
1352600	1352600:4137:4334183 
1891704	1891704:2784:3675 
383407	383407:16876:4831647 
1718278	1718278:33980:46778 
1406780	1406780:62658:77693 
261963	1144748:9647:2496041 57320:210:4217611 914150:9676:2495143 523791:3241:2851974 
381666	1571470:140:6284241 381666:4156787:7416381 1851544:356:4848002 305:71:61972245 
1029825	1029825:6803:3294277 
1985367	1516080:25:2022 1519399:67:2016 
2016467	2016467:6142:8604 
320848	320848:140:43132 
767817	767817:3795544:4855430 
96241	655816:56245:4027545 1052585:67239:4207123 
1033976	1033976:13122:16213 
320841	320841:34699:45187 29388:70:4971532 
320840	320840:28172:43582 
320843	320843:1861:43056 
114292	1105095:85216:1111355 1105094:85213:1109705 1105097:85172:1108815 1105096:85230:1111346 782:85390:1111670 1003201:83755:1112273 1105099:84773:1112002 1105098:85097:1111870 272947:85262:1111424 257363:83874:1111397 449216:85362:1111513 1290428:84575:1109202 1290427:84480:1111421 1003202:83800:1112858 
320845	320845:1843:41803 
320844	320844:4436:43015 
320847	320847:297:41591 
320846	320846:2591:42703 
2026248	2026248:986:4166191 
38300	92644:633:10744033 457429:5477443:7608220 1616117:6301:9611775 38300:6224873:8532493 455432:140:8918341 
526476	526476:3792:5283 
38302	38302:1673231:2266271 
28150	573:140:628984566 28150:341631:10024524 59201:2068:49753078 575:70:5889394 
2026240	573:880:628984566 575:7528:5889394 29484:70:9934511 54291:252:40091732 548:2157:26624894 2026240:2410576:5946310 
1332075	2018067:214:6499265 1332075:685064:5850792 
1412599	1412599:81:4641049 
1525173	1525173:2149:2737 
73423	73423:7386:9901 
73422	73422:13644:45507 
1412593	1412593:818:4644514 
1412591	1412591:78:4641760 
1412590	1412590:361:4644029 
1412597	1412597:313:4684839 
1195796	1195796:5492:7187 
1412595	1412595:70:4684733 
1727164	1727164:4746223:6147191 
192025	192025:16:149 
81682	582744:851440:3081710 887061:860332:2862292 
192027	192027:233:265 
192021	192021:877:1066 
192022	192022:232:358 
192023	192023:443:519 
665032	665032:124251:157387 
665033	665033:7750:37136 
373413	373413:15591:68960 
329886	329886:22811:39404 
1420917	1420917:7046437:9246395 475662:210:4052931 
1841249	92644:8863:10744033 1616117:4168:9611775 1841249:8111600:11142176 455432:280:8918341 
93059	93059:1322338:1688734 
2423	2423:1635614:2237278 
373410	373410:4269:64395 
1053648	1053648:478:138832 
51229	1142511:914:719436 36870:859:702806 
1001583	1590:71:106688292 1001583:165450:2586887 
1963256	1963256:4480:5854 
103855	1571470:140:6284241 1411902:70:3956004 1851544:2716:4848002 103855:9831231:14686370 
1963254	1963254:16722:22218 
1127134	439334:13:10901270 1616117:70:9611775 1127134:4695593:6194546 455432:11572:8918341 
576790	576790:57833:171352 
576791	576791:29923:88357 
101688	101688:7683:9998 
60550	60550:3099705:7960950 305:70:61972245 455432:70:8918341 
336063	259898:27:2952 
60552	1449978:565146:6930100 60552:4747143:27305408 1851544:70:4848002 305:140:61972245 
222475	222475:1631:2632 
222474	222474:1654:2615 
1983562	1983562:4520:5790 
986	376686:57177:6096773 585:70:7756773 986:3973473:5109619 
373415	373415:61212:78197 
1401263	1401263:6083:7835 
186828	1911586:2432:2767809 1266845:2734:2496521 708126:254:2116300 1564681:1237:2614203 1234679:321:3650317 208596:934:2685201 1903686:1497:2300893 
12285	12285:1918:4307 
1923188	1923188:8361:9904 
1623298	1636205:934:43129 320844:1311:43015 326036:156:43166 326037:15:43183 320834:70:42633 320835:1507:43784 320850:2396:43341 379501:358:42912 405947:5608:42041 1698421:70:42913 55511:995:39521 53369:1576:43765 487152:70:44243 1197953:4895:42024 1197952:4709:43482 398839:1609:43321 59506:70:44184 320849:3293:42332 320848:3433:43132 320845:140:41803 106284:1174:42982 320847:5764:41591 320846:2358:42703 399185:4963:43942 575608:73:42427 29388:12:4971532 
1825931	1825931:992:2649 
1623296	1211641:134217:221729 1211642:130750:218830 1211643:9570:223621 1211644:133056:219117 1204537:97119:215611 
1623297	431891:73:48575 180504:73:53274 
186823	1048834:116:3123775 1214604:365:4516866 562970:268:3384667 521098:121:3205290 1903704:364:5249669 
1623295	663553:15558:67675 1414748:16407:68163 1527494:15942:68373 1052671:13538:68621 1089108:13444:68395 663560:11035:67917 1675554:13585:68268 1089136:15136:68212 1034143:13926:68194 1089127:15004:68740 1327766:17845:68499 1035482:16588:69019 1673886:15497:68128 1458710:15837:68931 1458715:14378:68636 373409:14578:68328 1296647:15205:68256 1486403:14880:68708 1458725:17413:67645 
1623292	1089119:715:110470 1052673:2493:106228 205879:2950:110766 
1623293	466051:25550:84102 466052:25941:83220 
1623290	552525:17212:52943 701257:17127:56406 
186826	712633:2375:2177806 1300150:2945:3350466 1314884:880:1991480 1353243:2151:2122185 370552:3056:1928153 370553:2842:1860256 873447:6750:2164381 370554:5085:1937012 474186:3804:2739526 1050107:2358:2004238 945021:11178:2562621 637971:1716:3006713 299768:11546:1796127 927666:4284:1958591 981539:3118:2362142 388919:2023:2388336 1054460:2170:2195260 862970:3568:1911607 862971:2974:2233541 637909:3622:2350812 543734:16620:3079097 1005041:2726:2096767 1005042:3413:2177557 1159083:2474:2076233 1888195:1784:2275372 1229758:14845:1772973 1229756:2279:1893400 33959:14123:6211353 1156431:1515:1992468 1201292:18688:3047834 370551:2859:1836368 28037:6644:4074068 28038:147505:11788155 349519:19203:1896119 314315:8356:1884562 552526:2137:2024072 333849:29266:3052176 1338:3839:3920573 375175:118637:14118798 1051072:2184:2167165 1051074:14847:1929806 1001583:26906:2586887 1107880:13518:2016766 1304889:30543:3501705 337330:61244:9929374 617121:2704:2151046 1184252:2708:1980788 1266845:13130:2496521 708126:2884:2116300 633699:906:1784819 746361:12713:2530195 170187:5172:4323984 1246:24735:1787673 1249:17150:1947811 998820:20552:3127059 373153:3332:2046016 1198676:2322:2026989 1074467:1426:2790449 712938:43532:2050772 762051:23271:2101193 1138822:3419:2095761 486410:2469:2106241 866775:5901:2080875 272621:894:1993461 272623:13549:2365490 272622:67646:2597754 1381124:61006:2330294 936154:2703:2143788 909954:3324:1966243 186103:3017:1894918 208435:5137:2160168 1206105:15525:3062208 264199:11345:1796747 1624:26784:8613609 198466:2894:1900422 1825069:1837:2322494 557436:3463:1999519 347253:4903:2210475 249265:4597:2021564 557433:4696:2039315 568813:2726:2095799 568814:4189:2170610 128944:1229:1831301 2005703:3628:4155459 1130804:2923:2150714 1631871:33533:2149347 1316933:1414:2883277 218494:2726:2007392 218495:2929:1852253 1437007:2574:1892025 1437008:3012:1708843 487214:3880:2245485 591365:1902:1933511 487213:2928:2112049 392416:32974:2316182 321967:18631:2924127 324831:1136:1894261 1048332:7788:2217085 326425:9412:2225863 1579:2628:5974773 319701:2977:1897474 1309806:3338:2138595 1309807:3291:2109660 1077464:4971:1888906 1304:34461:13174111 760570:3210:2153553 1284663:22819:3299359 1302:16140:8816690 1303:5895:4019921 1308:154573:22050100 1309:4667:4082484 1340847:3030:2240135 208596:5008:2685201 1069534:1584:2066398 1069533:18210:2008051 1007676:1337:2590457 365659:2787:2146512 1377:43719:2199778 1376:1369:1974163 1437447:2553:2031593 869306:2613:2026140 889932:15282:3307738 684738:5775:2635456 1300221:12972:3209814 471876:2969:1814320 487215:3105:1827209 945704:2795:2137336 1090974:1650:2044725 1399116:7446:2595096 553482:2214:2253694 1235829:3047:1837182 491077:10730:2316312 695560:1072:2126337 1314:112496:66170563 695562:2459:1976790 672190:3185:2175974 1215914:21277:3131805 1446494:27729:3063784 862969:2039:1991057 767462:12189:2172185 1435981:8681:1734391 171101:3332:2038516 525329:1518:1600705 862967:1943:1996115 862966:3467:1960629 226185:8009:3359578 585:70:7756773 511437:18294:2587913 880633:7680:2129014 334390:44859:2098555 420889:2879:1950036 423211:2696:2037935 574093:4456:2130450 353496:4516:1872819 286636:3124:1899778 537973:13903:3025055 1217420:2460:1891697 663954:4583:2159392 869309:2484:2129835 869304:2613:2037092 152331:20371:2726279 1295826:2160:2426949 869307:2613:2026406 1346:10977:6301879 869303:2585:2024292 219334:12437:2952664 297352:5154:2502769 1226298:16987:3017507 1117941:5650:2592035 400065:1435:2384029 759620:5081:4135466 568703:8680:6014964 568704:9351:3032908 109790:1533:1672850 767453:32905:2064521 387344:8254:2339931 488222:2989:2120073 488223:2700:2111783 767455:6577:2131778 488221:2635:2184583 53346:6283:3014335 53345:141552:9131819 87541:1590:1634821 362948:7802:2133581 1010840:2583:1780899 927703:3295:2090774 767456:8537:1871020 701521:15017:1977902 1385937:1709:2073666 1214179:2830:2292261 1276647:2626:2036107 342616:3433:2064975 1545702:580:1931088 1436725:12275:1878302 1408178:15830:1845396 1408179:4449:2090338 1423823:2886:1953517 1156433:1724:2023481 1613:238658:12348970 1511761:22437:4070720 999378:20787:3077236 1261557:36051:2810576 498216:9584:2898258 512566:4000:2055330 1007064:3000:2028716 1165892:12494:2050336 1847728:4079:2533980 51663:113024:11567406 51665:8905:4067469 1902136:2592:1924629 278197:8280:1832288 1408186:898:1887152 240427:50013:10731452 137591:58915:12010535 1307:28978:19329474 321956:5031:1856852 293653:3047:1838463 561276:2684:2221216 762550:2120:1953981 467705:4145:2196563 51669:26347:4988389 1423833:14298:1942938 148814:2391:1614423 1435974:12320:1780190 1380360:2203:1951224 1380361:11177:3013050 1313:34284:23427473 1311:127140:76899497 990317:4689:2375910 1415776:11972:1747289 712961:7565:2112241 1433288:11010:1819508 1433289:13797:2047460 748671:1340:2042428 1340495:5953:2092582 759913:2681:2179346 767463:11618:1831850 644042:12405:3197567 511691:2183:2013488 767468:59030:3245838 187452:20756:3937270 696216:1963:1935315 1427374:3265:2013743 1423145:10122:1773634 1116231:23146:2142564 1111678:88955:2456456 768486:2586:2855493 40041:2138:2149769 1344042:20913:2737765 1088720:7188:2960240 257314:1475:1992577 1150773:5906:3622894 1104325:32193:2849693 1104322:72745:2576609 60520:3730:3139630 420890:3461:1963865 1291742:14632:2400289 1564681:5834:2614203 1048264:4137:1908001 981540:3686:2099978 1287066:22020:2960944 1589:6068:3582810 1582:758:3132768 1580:152469:21292844 2026657:15362:1983521 1587:55701:10462063 1585:18803:7460612 525381:4266:2088673 52242:8115:2374188 29397:15160:6473428 405566:12385:2080832 1359:456743:15340144 1358:4596:2397992 1353:23226:7370147 1352:834018:84895094 1351:94420:28793483 1354:7587:5805202 416870:12713:2529379 1187956:11980:1848421 565655:2686:3427177 519472:4199:2184087 1194971:3873:1978067 315405:18197:2052397 979982:1460:1877174 427140:1667:1896097 1155071:2591:2015527 1051650:7560:2907793 1302863:3492:2141970 1203670:3195:2063013 1911586:23202:2767809 1114965:4024:2171262 1245:18978:2136973 1045854:7324:1441272 712624:2628:2008462 869269:2923:2142023 44688:30458:2508457 83683:1715:1635839 83684:9065:3922748 203123:18659:1780418 203120:16353:2075565 1155766:24783:3019384 211110:3304:2211386 1601:4656:2187110 1600:7849:1704760 1604:1248:2097469 888027:6105:2165885 160490:2949:1852334 160491:3090:1841172 1759399:2682:1874238 516950:2678:2209099 119206:1505:2033750 1380773:3165:2041730 1435972:14845:1828418 869216:2872:2093218 869215:2613:2036768 940190:1769:2068484 697283:2658:2064055 1423721:13929:1610253 1305849:35305:3238520 1811193:1450:2241203 1004951:2951:2034222 1004952:2656:2182960 417368:3511:2646151 1045004:14368:1841280 193567:2574:1894176 1326:2326:2330712 47715:40664:20870501 1328:4999:3960668 102684:5187:1818194 1130798:3404:2434381 1903686:30651:2300893 1403449:2184:2107283 1321951:21970:3096926 1254:60404:10598441 1255:60540:5701507 1327988:40044:3359845 1046624:5255:2421372 390333:4454:1864899 714313:11127:1375473 1234679:24036:3650317 1071400:7567:2562772 1136177:2561:3415564 44008:8674:2296700 189423:4082:2239884 798300:2636:1750733 53444:13514:2841580 993512:2636:2038310 255248:21266:1714894 663952:2532:2136376 1207470:2727:1831029 929102:19629:2518143 1258574:3737:2492801 220668:14398:3348228 1597:160467:18125247 1596:1700:2114235 1590:736090:106688292 210007:2547:2032826 33966:43191:1854529 33967:105446:8180494 1599:77478:8204924 1598:10057:6272538 1336746:3037:1818252 1312920:20067:3125898 1839799:6407:2435169 1246365:2897:2138469 89059:18880:2607324 1318635:13232:3143171 1318634:1439:2990801 205921:3327:2127740 1358027:2291:2145346 1408206:5583:1789039 869312:2674:2133366 633807:2950:2365205 869311:2674:2130921 862968:1963:1935563 267363:55041:2734030 1814128:1968:2182001 322159:13315:1863881 1449093:32448:2811638 1033837:8471:2353791 1366:8837:2291938 1364:2824:2256514 1363:4331:1999910 1360:294911:25957930 1076934:6419:1975448 
121871	543526:4631:5440089 588898:4997:3835400 
1922857	1922857:7664:10633 
1241957	1241957:4241:5706 
298975	298975:147:256 
314260	1571470:298:6284241 314260:2269752:2902544 
1717717	1717717:4474010:5718892 
1454006	1454006:2570525:3303887 
1922858	1922858:8874:11181 
75905	75906:1349:1520938 381751:1056:1367722 638303:1433:1500478 
1255765	1255765:1007:1236 
1072672	1072672:1679:2717 
471285	471285:9853:12796 
46170	585143:5406:2777170 681288:5836:2847146 1074919:3682:22316924 548470:18509:2882445 663951:1152:3075509 548473:4760:2826968 1381115:60413:2820645 985006:65066:2753629 546342:3849:2924245 359786:4408:2936931 359787:4338:2936738 1123523:3572:2868665 1193576:712:2756618 196620:719:2820363 1368166:1391:2833800 1006543:2108:2913801 1241616:4428:2782364 46170:699582:63627017 1201010:1136:2789439 158879:70:2839271 158878:4730:2903438 869816:25030:2831967 1074252:295826:2832200 1343064:5488:2860409 451515:1416:2917073 523796:1279:2884971 1406863:1229:3018006 1392476:56122:2736461 282459:90:2820256 282458:16799:2902520 1118959:2316:2788537 1028799:8767:2692471 93062:68:2813664 93061:9026:2821231 685039:66326:2832379 418127:3314:2880069 1194085:232:2728209 29388:429:4971532 1155084:70:2714375 
1874539	1874539:31590:39850 
31722	31722:6709:8412 
489653	487:140:151205858 489653:545377:2220507 
1923455	1923455:2085:2725 
1923454	1923454:2734:3494 
1923457	1923457:5687:7570 
1923324	1923324:6907:9042 
1923451	1923451:6845:8576 
1923450	1923450:7116:9977 
1923453	1923453:5759:7609 
1923452	1923452:6790:9027 
1097753	1097753:20094:57977 
2039638	1884913:69:4254683 1884914:5135:4075432 1884634:4053:1238009 1884916:320:1161764 573600:105:1328694 1884907:491:1363905 1884905:1019:5249607 1884915:485:1222989 
2039639	1884634:16867:1238009 1884916:7701:1161764 1884915:15802:1222989 
1190567	1190567:825386:4785230 
1841863	1616117:70:9611775 1411902:70:3956004 1841863:2952245:3948042 1851544:70:4848002 
325348	647294:102:7769 646442:102:7655 1016856:73:7302 1016855:43:7359 
1608048	1608048:8969:11359 
191394	639282:1001:2542735 717231:498:2526491 768670:633:2216354 522772:515:3221978 
444859	444859:131193:173980 
1262528	1262528:65460:102220 
649777	926567:2327:1880609 525903:3668:1848375 572547:628:1980493 885272:237:1675445 1197717:1284:3585057 580340:735:1999448 584708:3503:2629941 891968:233:2160601 
47416	47416:9316:11940 
1922582	1922582:7609:9107 
1922583	1922583:7762:9277 
1922584	1922584:4816:6115 
180230	180230:230453:295047 
1922586	1922586:7083:9067 
42255	266117:1323:3225649 42256:1468:3266837 
128780	128780:2902015:4138198 475662:140:4052931 1851544:70:4848002 
1262537	1262537:11491:29532 
857312	857312:99043:126904 
379529	379529:147829:189933 
1368166	1368166:6163:2833800 
1327948	1327948:3313:51115 
1365188	1365188:20639:1042096 
1618233	1618233:1362:1882 
1365186	573:5231:628984566 1365186:92305:5375469 575:70:5889394 
290339	47917:70:18051200 290339:819904:4530480 575:210:5889394 
290338	290338:1038932:4735060 59201:72:49753078 636:70:7340572 573:3757:628984566 2033032:70:5099110 575:217:5889394 
1072467	1072467:321845:637986 
77344	77344:3174:3915 
367190	585:70:7756773 59201:81:49753078 29484:7081:9934511 2033033:69:4615500 47917:1005:18051200 367190:2771047:4964211 
671211	671211:845625:2111824 
401618	1929246:72:1622296 401619:1897:1156210 428411:1495:570461 515618:911:581929 
401619	401619:895260:1156210 515618:442896:581929 
387093	387093:1804375:2562178 
387092	387092:1470289:1877832 
463040	13690:210:5532534 463040:3937848:5380830 475662:29:4052931 305:69:61972245 1851544:8722:4848002 1616117:70:9611775 
1838075	1838075:64388:80551 
401614	401614:267312:3820425 
754064	754064:28941:186369 
1301283	113355:979:4262019 449447:6187:5842696 65093:331:4179071 1738638:1635:6519403 43989:2001:5459783 1173022:487:5619516 1173025:176:4681012 1173027:546:7965619 1173026:1140:5882215 395962:1253:4802816 1698524:6211:4292907 395961:56:5785714 497965:1780:7841255 1641812:5952:4294114 1453429:950:1443707 2005460:568:5001827 65393:1251:6553476 56110:141:7803973 41431:1353:4787298 179408:783:8271660 1458985:401:9703117 376219:2080:6227155 755178:535:4176775 1454205:363:9348671 1615909:954:4041484 203124:546:7750009 864702:221:5527822 696747:2056:6692256 1903187:4490:5139240 1617448:621:4424871 388467:3244:5044265 459495:1225:5932289 
1301280	1301280:149897:204716 
754067	754067:32150:40596 
754069	754069:29223:37229 
1128071	1128071:14916:18820 
33763	33763:7193:9579 
700508	700508:374:5421168 
113355	113355:3292458:4262019 
1978533	1978533:8245:10863 
1129873	1129873:7453:9444 
44283	1455592:68053:2315039 44283:377847:2462839 1132496:184008:2407380 272843:221271:2257388 1331042:35764:2508809 1304873:6573:2079022 1436299:224380:2324927 1147130:210:2307585 1339255:357:2415969 584721:162778:2377842 
2010265	2010265:1138:6264 
1978534	1978534:8031:10754 
1978535	1978535:8623:10764 
2010268	2010268:8770:11371 
10294	481315:180:123720 10298:1975:152123 10353:276:156643 10310:17342:154576 10317:21292:150616 35243:244:147247 340907:21381:156388 10325:7648:156690 332937:16974:153059 
1978538	1978538:8774:11358 
1239934	1239934:39720:905372 
10293	10320:100:135202 10325:25:156690 35244:127:137722 80341:8:151502 332937:17:153059 10345:42:143362 
10292	35250:60:164171 10372:160:152981 
879090	879090:53807:2882135 
1922327	1486659:739:158001 1136731:27:158206 1486661:762:158651 764595:25:156798 
12390	12390:2500:32073 
576948	576948:5688:7323 
687861	687861:1169959:1728189 
687860	687860:6395:4916944 
1922329	1076759:208:39323 260372:4848:39754 260827:4800:39687 
1399942	1399942:22064:33897 
336810	336810:468978:600638 1189303:9756:285253 
1118963	1118963:1297456:5080741 575:70:5889394 
1591444	1591444:7453:9717 
1242087	562:70:1357174161 59201:1334:49753078 1242087:79454:4647987 
1118964	1118964:35772:836798 
1242088	1242088:212097:4801559 59201:1100:49753078 
1242089	1242089:9998:4777459 
1541824	1541824:9311:109701 
1541825	1541825:39601:168963 
1716143	1716143:3009246:3966474 57320:3270:4217611 1851544:69:4848002 
457405	457405:417329:2513831 
512763	512763:4221851:5413170 
1541821	1541821:15980:134230 
1541823	1541823:18234:58373 
164450	572478:6050:2374038 985053:6634:2298884 
1814957	1814957:2674:32630 
204429	564418:291:1047907 564419:291:1045965 907266:396:1038698 907267:396:1038693 907263:311:1045988 331113:148:2626508 907268:311:1046072 907269:450:1083712 564416:404:1043082 564417:404:1043083 1071782:381:1045681 1112267:276:1171933 1260222:291:1050046 1260223:291:1050080 1071783:381:1046474 813:11211:33430949 1071769:381:1039126 1071768:376:1049544 1071763:361:1042644 1071762:361:1042637 1071761:291:1055465 1071760:291:1049765 1071767:404:1050085 1071766:404:1049932 1071765:376:1049270 1071764:361:1049713 907272:550:1080823 765952:599:3056300 907270:301:1061724 1340853:361:1042754 759364:376:1049815 1434773:257:1072853 759363:376:1049817 907264:381:1038718 1447714:376:1049975 907265:483:1083794 1050219:239:1175504 1071778:381:1046073 1071779:381:1045712 658599:543:1076525 1071770:381:1046386 1071771:381:1046121 1071772:381:1038740 1071773:381:1046166 1071774:381:1046139 1071775:381:1045823 1071776:381:1045660 1071777:381:1046022 227941:263:1181158 331635:261:1106098 331636:552:2357984 718219:376:1042712 580049:376:1044253 471472:381:1038743 315277:376:1051771 580047:752:2095834 1218355:239:1164708 573237:361:1042658 887712:381:1038214 182082:397:1225836 1218358:276:1179620 1003238:193:1135357 1218354:276:1175783 1218357:276:1168740 1218356:276:1148144 1218353:276:1147053 1234367:249:1104347 1221877:276:1175737 1434770:257:1072852 1234368:261:1106435 1234369:285:1106310 672161:376:1044183 716544:779:2131707 658600:333:1086436 83558:2779:8599246 83559:1270:3269642 83555:876:4577362 1263406:381:1046143 1229831:265:1047961 389348:120:3030177 1262673:381:1046143 264201:209:2414316 264202:261:1173593 83560:771:3218558 1050221:276:1168788 1431547:376:1050857 1071781:381:1045789 1071780:381:1045438 115713:397:1230131 1075085:381:1044124 243161:257:1079698 1112252:276:1172098 1143323:325:1067004 1112250:276:1169275 1457153:325:1066816 1071753:376:1051330 1071756:361:1049411 1071757:376:1049260 1071754:376:1051249 1071755:376:1051645 1071758:376:1049668 1071759:306:1042804 1806891:299:1120439 1007870:381:1038771 1007871:396:1038343 138677:459:1226435 272561:376:1042420 1100832:291:1042395 1100833:361:1042497 406984:372:1248352 1427371:249:1104353 1427370:261:1092083 218497:171:1144278 1460373:257:1072853 634464:321:1042740 471473:381:1038764 596777:291:1049893 1427368:261:1089958 1427369:261:1090209 1112254:276:1172083 907271:396:1038740 707187:376:1042776 707186:376:1042255 707185:376:1042711 707184:291:1042897 707183:291:1042926 
202746	326298:3809:2201462 929558:5243:2952583 563040:4452:2153099 
480520	480520:2161911:4064435 
556524	556524:6343:7411 
243232	243232:1286784:1739202 
716	743972:1440613:2501499 716:1441205:2501860 696748:1398264:2484476 29484:70:9934511 
715	754345:1341856:2337534 416269:1287537:2274383 434271:1350390:2241839 537457:1316422:2345039 
714	29484:146:9934511 47917:52:18051200 714:5136649:6787955 272556:1476765:2103784 694569:1742487:2308708 
713	743972:475754:2501499 416269:182604:2274383 434271:175537:2241839 537457:185852:2345039 754345:178321:2337534 716:475653:2501860 202947:410159:2431434 339671:982:2319564 696748:447205:2484476 585:69:7756773 
712	434271:28755:2241839 694569:15812:2308708 1169410:23810:2263610 44283:37997:2462839 1434215:70053:2228192 747:247392:18642201 862965:46207:2086776 71421:21440:1826947 557723:29850:2269057 1263829:43211:2340876 935897:21282:2006919 228400:64193:2263758 862964:42747:1981436 1304890:34587:2271589 281310:41160:1914391 1261126:64772:2681745 75985:513402:16419954 743972:39524:2501499 1263831:49695:2454028 1249531:64874:2657858 1366053:65302:2658408 696748:32323:2484476 754:20112:2287114 202947:29434:2431434 339671:14865:2319564 1311760:64401:2702038 731:322309:15137742 29484:19:9934511 1132496:34583:2407380 732:24536:2414328 716:39522:2501860 416269:30061:2274383 738:106744:9129303 262727:29188:1819271 249188:19147:2181256 1005058:16554:2693679 1263832:92308:2443070 1455592:31412:2315039 730:264636:20243750 585:280:7756773 1331042:36993:2508809 272556:15201:2103784 1316932:107462:2731771 233412:13826:1698856 1171377:47990:2407747 1169409:25677:2302773 272843:37444:2257388 714:46237:6787955 1311759:47454:2501283 1222034:52707:2524680 205914:11958:2012680 1433287:25098:2245139 1075089:79478:2349419 575:70:5889394 1436299:70730:2324927 1147130:41343:2307585 866630:25352:1985733 1339255:37330:2415969 1334187:22088:1856077 1434214:25837:2131828 634176:46566:4626093 1249526:67046:2543995 221988:23939:2313979 537457:58295:2345039 754345:64274:2337534 1295140:23594:1811703 262728:49963:1932207 584721:32264:2377842 727:143184:12981050 1232659:27518:1969560 1304873:26649:2079022 1679001:26752:2553821 1432056:81107:2393350 
1427156	1427156:999:2070 
1029988	1029988:184146:242951 
134599	134599:2436:4996 
302100	302100:1788:2669 
134606	134606:17925:24031 
64299	64299:7747:10026 
1006061	1006061:6305:7612 
1136534	1136534:75012:93740 
208479	208479:4859403:6613838 853:70:2868833 
1060	557760:43168:4710712 349101:42471:4489083 349102:54989:4556533 272942:11976:3871722 272943:120258:13835088 1850250:12396:3780433 2033869:86839:4436717 1063:80470:9314134 13690:35:5532534 1411902:338:3956004 992186:40652:4417192 
1063	1571470:212:6284241 557760:2056401:4710712 349101:2351860:4489083 349102:93001:4556533 1063:7083553:9314134 272943:10510374:13835088 1851544:70:4848002 13690:70:5532534 1411902:959:3956004 992186:2308088:4417192 358:140:16868268 
1634487	1634487:1599:2152 
205913	205913:96686:2389229 
